Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'SSSS'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 12,582,912
  lm_head                 : 2,097,152
  transformer_matrices    : 4,718,976
  scalars                 : 12
  total                   : 21,496,204
Estimated FLOPs per token: 4.915430e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010792 | lrm: 1.00 | dt: 9090ms | tok/sec: 3,604 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.946427 | lrm: 1.00 | dt: 201ms | tok/sec: 163,419 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.667118 | lrm: 1.00 | dt: 202ms | tok/sec: 162,372 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.374587 | lrm: 1.00 | dt: 203ms | tok/sec: 161,167 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.130298 | lrm: 1.00 | dt: 204ms | tok/sec: 160,658 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.904908 | lrm: 1.00 | dt: 205ms | tok/sec: 159,714 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.708995 | lrm: 1.00 | dt: 205ms | tok/sec: 159,970 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.537808 | lrm: 1.00 | dt: 205ms | tok/sec: 160,220 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.381361 | lrm: 1.00 | dt: 204ms | tok/sec: 160,979 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.243413 | lrm: 1.00 | dt: 204ms | tok/sec: 160,291 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.119427 | lrm: 1.00 | dt: 205ms | tok/sec: 160,139 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.001260 | lrm: 1.00 | dt: 204ms | tok/sec: 160,513 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.903204 | lrm: 1.00 | dt: 204ms | tok/sec: 160,752 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.807412 | lrm: 1.00 | dt: 204ms | tok/sec: 160,376 | mfu: 0.8% | epoch: 1 | remaining: 299s    
step 00634 (43.0%) | loss: 3.743082 | lrm: 1.00 | dt: 208ms | tok/sec: 157,372 | mfu: 0.8% | epoch: 1 | remaining: 171s    
step 00635 (43.1%) | loss: 3.740497 | lrm: 1.00 | dt: 208ms | tok/sec: 157,171 | mfu: 0.8% | epoch: 1 | remaining: 171s    
step 00636 (43.1%) | loss: 3.735520 | lrm: 1.00 | dt: 210ms | tok/sec: 156,130 | mfu: 0.8% | epoch: 1 | remaining: 170s    
step 00637 (43.2%) | loss: 3.748479 | lrm: 1.00 | dt: 208ms | tok/sec: 157,823 | mfu: 0.8% | epoch: 1 | remaining: 170s    
step 00638 (43.3%) | loss: 3.741899 | lrm: 1.00 | dt: 208ms | tok/sec: 157,453 | mfu: 0.8% | epoch: 1 | remaining: 170s    
step 00639 (43.3%) | loss: 3.740040 | lrm: 1.00 | dt: 208ms | tok/sec: 157,509 | mfu: 0.8% | epoch: 1 | remaining: 170s    
step 00640 (43.4%) | loss: 3.717328 | lrm: 1.00 | dt: 208ms | tok/sec: 157,568 | mfu: 0.8% | epoch: 1 | remaining: 170s    
step 00641 (43.5%) | loss: 3.717092 | lrm: 1.00 | dt: 209ms | tok/sec: 156,999 | mfu: 0.8% | epoch: 1 | remaining: 169s    
step 00642 (43.5%) | loss: 3.721730 | lrm: 1.00 | dt: 208ms | tok/sec: 157,593 | mfu: 0.8% | epoch: 1 | remaining: 169s    
step 00643 (43.6%) | loss: 3.712691 | lrm: 1.00 | dt: 207ms | tok/sec: 158,054 | mfu: 0.8% | epoch: 1 | remaining: 169s    
step 00644 (43.7%) | loss: 3.718684 | lrm: 1.00 | dt: 208ms | tok/sec: 157,694 | mfu: 0.8% | epoch: 1 | remaining: 169s    
step 00645 (43.8%) | loss: 3.709601 | lrm: 1.00 | dt: 210ms | tok/sec: 156,190 | mfu: 0.8% | epoch: 1 | remaining: 169s    
step 00646 (43.8%) | loss: 3.704772 | lrm: 1.00 | dt: 209ms | tok/sec: 156,855 | mfu: 0.8% | epoch: 1 | remaining: 168s    
step 00647 (43.9%) | loss: 3.695801 | lrm: 1.00 | dt: 208ms | tok/sec: 157,753 | mfu: 0.8% | epoch: 1 | remaining: 168s    
step 00648 (44.0%) | loss: 3.688019 | lrm: 1.00 | dt: 207ms | tok/sec: 158,390 | mfu: 0.8% | epoch: 1 | remaining: 168s    
step 00649 (44.0%) | loss: 3.676446 | lrm: 1.00 | dt: 208ms | tok/sec: 157,174 | mfu: 0.8% | epoch: 1 | remaining: 168s    
step 00650 (44.1%) | loss: 3.675469 | lrm: 1.00 | dt: 210ms | tok/sec: 156,339 | mfu: 0.8% | epoch: 1 | remaining: 167s    
step 00651 (44.2%) | loss: 3.675152 | lrm: 1.00 | dt: 207ms | tok/sec: 157,945 | mfu: 0.8% | epoch: 1 | remaining: 167s    
step 00652 (44.2%) | loss: 3.679478 | lrm: 1.00 | dt: 209ms | tok/sec: 157,086 | mfu: 0.8% | epoch: 1 | remaining: 167s    
step 00653 (44.3%) | loss: 3.673976 | lrm: 1.00 | dt: 208ms | tok/sec: 157,405 | mfu: 0.8% | epoch: 1 | remaining: 167s    
step 00654 (44.4%) | loss: 3.678064 | lrm: 1.00 | dt: 210ms | tok/sec: 156,213 | mfu: 0.8% | epoch: 1 | remaining: 167s    
step 00655 (44.4%) | loss: 3.684514 | lrm: 1.00 | dt: 208ms | tok/sec: 157,213 | mfu: 0.8% | epoch: 1 | remaining: 166s    
step 00656 (44.5%) | loss: 3.686940 | lrm: 1.00 | dt: 209ms | tok/sec: 156,760 | mfu: 0.8% | epoch: 1 | remaining: 166s    
step 00657 (44.6%) | loss: 3.673450 | lrm: 1.00 | dt: 208ms | tok/sec: 157,819 | mfu: 0.8% | epoch: 1 | remaining: 166s    
step 00658 (44.7%) | loss: 3.677325 | lrm: 1.00 | dt: 208ms | tok/sec: 157,406 | mfu: 0.8% | epoch: 1 | remaining: 166s    
step 00659 (44.7%) | loss: 3.670746 | lrm: 1.00 | dt: 209ms | tok/sec: 157,048 | mfu: 0.8% | epoch: 1 | remaining: 166s    
step 00660 (44.8%) | loss: 3.670494 | lrm: 1.00 | dt: 209ms | tok/sec: 156,836 | mfu: 0.8% | epoch: 1 | remaining: 165s    
step 00661 (44.9%) | loss: 3.666457 | lrm: 1.00 | dt: 208ms | tok/sec: 157,699 | mfu: 0.8% | epoch: 1 | remaining: 165s    
step 00662 (44.9%) | loss: 3.658191 | lrm: 1.00 | dt: 208ms | tok/sec: 157,459 | mfu: 0.8% | epoch: 1 | remaining: 165s    
step 00663 (45.0%) | loss: 3.659997 | lrm: 1.00 | dt: 208ms | tok/sec: 157,257 | mfu: 0.8% | epoch: 1 | remaining: 165s    
step 00664 (45.1%) | loss: 3.665187 | lrm: 1.00 | dt: 208ms | tok/sec: 157,310 | mfu: 0.8% | epoch: 1 | remaining: 165s    
step 00665 (45.1%) | loss: 3.669409 | lrm: 1.00 | dt: 208ms | tok/sec: 157,876 | mfu: 0.8% | epoch: 1 | remaining: 164s    
step 00666 (45.2%) | loss: 3.658073 | lrm: 1.00 | dt: 208ms | tok/sec: 157,317 | mfu: 0.8% | epoch: 1 | remaining: 164s    
step 00667 (45.3%) | loss: 3.650978 | lrm: 1.00 | dt: 208ms | tok/sec: 157,719 | mfu: 0.8% | epoch: 1 | remaining: 164s    
step 00668 (45.4%) | loss: 3.671446 | lrm: 1.00 | dt: 209ms | tok/sec: 156,969 | mfu: 0.8% | epoch: 1 | remaining: 164s    
step 00669 (45.4%) | loss: 3.664037 | lrm: 1.00 | dt: 209ms | tok/sec: 157,142 | mfu: 0.8% | epoch: 1 | remaining: 164s    
step 00670 (45.5%) | loss: 3.658796 | lrm: 1.00 | dt: 209ms | tok/sec: 156,567 | mfu: 0.8% | epoch: 1 | remaining: 163s    
step 00671 (45.6%) | loss: 3.659985 | lrm: 1.00 | dt: 208ms | tok/sec: 157,801 | mfu: 0.8% | epoch: 1 | remaining: 163s    
step 00672 (45.6%) | loss: 3.678675 | lrm: 1.00 | dt: 210ms | tok/sec: 156,271 | mfu: 0.8% | epoch: 1 | remaining: 163s    
step 00673 (45.7%) | loss: 3.679892 | lrm: 1.00 | dt: 209ms | tok/sec: 157,147 | mfu: 0.8% | epoch: 1 | remaining: 163s    
step 00674 (45.8%) | loss: 3.687034 | lrm: 1.00 | dt: 209ms | tok/sec: 156,954 | mfu: 0.8% | epoch: 1 | remaining: 162s    
step 00675 (45.8%) | loss: 3.693848 | lrm: 1.00 | dt: 208ms | tok/sec: 157,547 | mfu: 0.8% | epoch: 1 | remaining: 162s    
step 00676 (45.9%) | loss: 3.681142 | lrm: 1.00 | dt: 209ms | tok/sec: 157,092 | mfu: 0.8% | epoch: 1 | remaining: 162s    
step 00677 (46.0%) | loss: 3.676931 | lrm: 1.00 | dt: 209ms | tok/sec: 157,112 | mfu: 0.8% | epoch: 1 | remaining: 162s    
step 00678 (46.0%) | loss: 3.668585 | lrm: 1.00 | dt: 210ms | tok/sec: 156,206 | mfu: 0.8% | epoch: 1 | remaining: 162s    
step 00679 (46.1%) | loss: 3.668815 | lrm: 1.00 | dt: 208ms | tok/sec: 157,457 | mfu: 0.8% | epoch: 1 | remaining: 161s    
step 00680 (46.2%) | loss: 3.683409 | lrm: 1.00 | dt: 209ms | tok/sec: 156,928 | mfu: 0.8% | epoch: 1 | remaining: 161s    
step 00681 (46.3%) | loss: 3.679534 | lrm: 1.00 | dt: 208ms | tok/sec: 157,415 | mfu: 0.8% | epoch: 1 | remaining: 161s    
step 00682 (46.3%) | loss: 3.669237 | lrm: 1.00 | dt: 209ms | tok/sec: 156,809 | mfu: 0.8% | epoch: 1 | remaining: 161s    
step 00683 (46.4%) | loss: 3.668553 | lrm: 1.00 | dt: 208ms | tok/sec: 157,503 | mfu: 0.8% | epoch: 1 | remaining: 161s    
step 00684 (46.5%) | loss: 3.671831 | lrm: 1.00 | dt: 209ms | tok/sec: 157,065 | mfu: 0.8% | epoch: 1 | remaining: 160s    
step 00685 (46.5%) | loss: 3.674629 | lrm: 1.00 | dt: 208ms | tok/sec: 157,681 | mfu: 0.8% | epoch: 1 | remaining: 160s    
step 00686 (46.6%) | loss: 3.673301 | lrm: 1.00 | dt: 208ms | tok/sec: 157,542 | mfu: 0.8% | epoch: 1 | remaining: 160s    
step 00687 (46.7%) | loss: 3.680411 | lrm: 1.00 | dt: 208ms | tok/sec: 157,816 | mfu: 0.8% | epoch: 1 | remaining: 160s    
step 00688 (46.7%) | loss: 3.674652 | lrm: 1.00 | dt: 209ms | tok/sec: 156,765 | mfu: 0.8% | epoch: 1 | remaining: 160s    
step 00689 (46.8%) | loss: 3.674249 | lrm: 1.00 | dt: 208ms | tok/sec: 157,598 | mfu: 0.8% | epoch: 1 | remaining: 159s    
step 00690 (46.9%) | loss: 3.664833 | lrm: 1.00 | dt: 208ms | tok/sec: 157,725 | mfu: 0.8% | epoch: 1 | remaining: 159s    
step 00691 (46.9%) | loss: 3.670239 | lrm: 1.00 | dt: 208ms | tok/sec: 157,383 | mfu: 0.8% | epoch: 1 | remaining: 159s    
step 00692 (47.0%) | loss: 3.659415 | lrm: 1.00 | dt: 209ms | tok/sec: 156,684 | mfu: 0.8% | epoch: 1 | remaining: 159s    
step 00693 (47.1%) | loss: 3.675385 | lrm: 1.00 | dt: 210ms | tok/sec: 156,246 | mfu: 0.8% | epoch: 1 | remaining: 159s    
step 00694 (47.2%) | loss: 3.668744 | lrm: 1.00 | dt: 208ms | tok/sec: 157,693 | mfu: 0.8% | epoch: 1 | remaining: 158s    
step 00695 (47.2%) | loss: 3.681318 | lrm: 1.00 | dt: 208ms | tok/sec: 157,665 | mfu: 0.8% | epoch: 1 | remaining: 158s    
step 00696 (47.3%) | loss: 3.666617 | lrm: 1.00 | dt: 208ms | tok/sec: 157,220 | mfu: 0.8% | epoch: 1 | remaining: 158s    
step 00697 (47.4%) | loss: 3.661508 | lrm: 1.00 | dt: 209ms | tok/sec: 156,867 | mfu: 0.8% | epoch: 1 | remaining: 158s    
step 00698 (47.4%) | loss: 3.663695 | lrm: 1.00 | dt: 208ms | tok/sec: 157,378 | mfu: 0.8% | epoch: 1 | remaining: 157s    
step 00699 (47.5%) | loss: 3.663680 | lrm: 1.00 | dt: 208ms | tok/sec: 157,372 | mfu: 0.8% | epoch: 1 | remaining: 157s    
step 00700 (47.6%) | loss: 3.675168 | lrm: 1.00 | dt: 208ms | tok/sec: 157,389 | mfu: 0.8% | epoch: 1 | remaining: 157s    
step 00701 (47.6%) | loss: 3.684630 | lrm: 1.00 | dt: 208ms | tok/sec: 157,841 | mfu: 0.8% | epoch: 1 | remaining: 157s    
step 00702 (47.7%) | loss: 3.676364 | lrm: 1.00 | dt: 209ms | tok/sec: 156,927 | mfu: 0.8% | epoch: 1 | remaining: 157s    
step 00703 (47.8%) | loss: 3.680489 | lrm: 1.00 | dt: 209ms | tok/sec: 156,908 | mfu: 0.8% | epoch: 1 | remaining: 156s    
step 00704 (47.9%) | loss: 3.673713 | lrm: 1.00 | dt: 207ms | tok/sec: 158,395 | mfu: 0.8% | epoch: 1 | remaining: 156s    
step 00705 (47.9%) | loss: 3.673145 | lrm: 1.00 | dt: 209ms | tok/sec: 157,052 | mfu: 0.8% | epoch: 1 | remaining: 156s    
step 00706 (48.0%) | loss: 3.680397 | lrm: 1.00 | dt: 208ms | tok/sec: 157,182 | mfu: 0.8% | epoch: 1 | remaining: 156s    
step 00707 (48.1%) | loss: 3.693821 | lrm: 1.00 | dt: 209ms | tok/sec: 156,564 | mfu: 0.8% | epoch: 1 | remaining: 156s    
step 00708 (48.1%) | loss: 3.660579 | lrm: 1.00 | dt: 208ms | tok/sec: 157,916 | mfu: 0.8% | epoch: 1 | remaining: 155s    
step 00709 (48.2%) | loss: 3.641948 | lrm: 1.00 | dt: 208ms | tok/sec: 157,493 | mfu: 0.8% | epoch: 1 | remaining: 155s    
step 00710 (48.3%) | loss: 3.643660 | lrm: 1.00 | dt: 209ms | tok/sec: 157,074 | mfu: 0.8% | epoch: 1 | remaining: 155s    
step 00711 (48.3%) | loss: 3.642335 | lrm: 1.00 | dt: 208ms | tok/sec: 157,290 | mfu: 0.8% | epoch: 1 | remaining: 155s    
step 00712 (48.4%) | loss: 3.653337 | lrm: 1.00 | dt: 209ms | tok/sec: 157,054 | mfu: 0.8% | epoch: 1 | remaining: 155s    
step 00713 (48.5%) | loss: 3.653365 | lrm: 1.00 | dt: 207ms | tok/sec: 158,025 | mfu: 0.8% | epoch: 1 | remaining: 154s    
step 00714 (48.5%) | loss: 3.661356 | lrm: 1.00 | dt: 208ms | tok/sec: 157,334 | mfu: 0.8% | epoch: 1 | remaining: 154s    
step 00715 (48.6%) | loss: 3.661213 | lrm: 1.00 | dt: 208ms | tok/sec: 157,725 | mfu: 0.8% | epoch: 1 | remaining: 154s    
step 00716 (48.7%) | loss: 3.661618 | lrm: 1.00 | dt: 210ms | tok/sec: 155,814 | mfu: 0.8% | epoch: 1 | remaining: 154s    
step 00717 (48.8%) | loss: 3.660507 | lrm: 1.00 | dt: 209ms | tok/sec: 156,704 | mfu: 0.8% | epoch: 1 | remaining: 154s    
step 00718 (48.8%) | loss: 3.655343 | lrm: 1.00 | dt: 208ms | tok/sec: 157,317 | mfu: 0.8% | epoch: 1 | remaining: 153s    
step 00719 (48.9%) | loss: 3.653424 | lrm: 1.00 | dt: 208ms | tok/sec: 157,308 | mfu: 0.8% | epoch: 1 | remaining: 153s    
step 00720 (49.0%) | loss: 3.642239 | lrm: 1.00 | dt: 209ms | tok/sec: 156,460 | mfu: 0.8% | epoch: 1 | remaining: 153s    
step 00721 (49.0%) | loss: 3.642148 | lrm: 1.00 | dt: 209ms | tok/sec: 156,551 | mfu: 0.8% | epoch: 1 | remaining: 153s    
step 00722 (49.1%) | loss: 3.643495 | lrm: 1.00 | dt: 207ms | tok/sec: 158,247 | mfu: 0.8% | epoch: 1 | remaining: 152s    
step 00723 (49.2%) | loss: 3.647145 | lrm: 1.00 | dt: 209ms | tok/sec: 156,933 | mfu: 0.8% | epoch: 1 | remaining: 152s    
step 00724 (49.2%) | loss: 3.664237 | lrm: 1.00 | dt: 210ms | tok/sec: 156,305 | mfu: 0.8% | epoch: 1 | remaining: 152s    
step 00725 (49.3%) | loss: 3.653675 | lrm: 1.00 | dt: 208ms | tok/sec: 157,179 | mfu: 0.8% | epoch: 1 | remaining: 152s    
step 00726 (49.4%) | loss: 3.652647 | lrm: 1.00 | dt: 207ms | tok/sec: 158,002 | mfu: 0.8% | epoch: 1 | remaining: 152s    
step 00727 (49.4%) | loss: 3.648725 | lrm: 1.00 | dt: 208ms | tok/sec: 157,467 | mfu: 0.8% | epoch: 1 | remaining: 151s    
step 00728 (49.5%) | loss: 3.649010 | lrm: 1.00 | dt: 208ms | tok/sec: 157,552 | mfu: 0.8% | epoch: 1 | remaining: 151s    
step 00729 (49.6%) | loss: 3.655821 | lrm: 1.00 | dt: 210ms | tok/sec: 156,377 | mfu: 0.8% | epoch: 1 | remaining: 151s    
step 00730 (49.7%) | loss: 3.650636 | lrm: 1.00 | dt: 208ms | tok/sec: 157,355 | mfu: 0.8% | epoch: 1 | remaining: 151s    
step 00731 (49.7%) | loss: 3.639835 | lrm: 1.00 | dt: 208ms | tok/sec: 157,225 | mfu: 0.8% | epoch: 1 | remaining: 151s    
step 00732 (49.8%) | loss: 3.639684 | lrm: 1.00 | dt: 207ms | tok/sec: 157,932 | mfu: 0.8% | epoch: 1 | remaining: 150s    
step 00733 (49.9%) | loss: 3.642339 | lrm: 1.00 | dt: 209ms | tok/sec: 156,616 | mfu: 0.8% | epoch: 1 | remaining: 150s    
step 00734 (49.9%) | loss: 3.643179 | lrm: 1.00 | dt: 209ms | tok/sec: 156,986 | mfu: 0.8% | epoch: 1 | remaining: 150s    
step 00735 (50.0%) | loss: 3.670867 | lrm: 1.00 | dt: 209ms | tok/sec: 156,657 | mfu: 0.8% | epoch: 1 | remaining: 150s    
step 00736 (50.1%) | loss: 3.676966 | lrm: 1.00 | dt: 208ms | tok/sec: 157,247 | mfu: 0.8% | epoch: 1 | remaining: 150s    
step 00737 (50.1%) | loss: 3.669353 | lrm: 1.00 | dt: 209ms | tok/sec: 156,564 | mfu: 0.8% | epoch: 1 | remaining: 149s    
step 00738 (50.2%) | loss: 3.654998 | lrm: 1.00 | dt: 209ms | tok/sec: 157,030 | mfu: 0.8% | epoch: 1 | remaining: 149s    
step 00739 (50.3%) | loss: 3.644287 | lrm: 1.00 | dt: 209ms | tok/sec: 156,959 | mfu: 0.8% | epoch: 1 | remaining: 149s    
step 00740 (50.4%) | loss: 3.634542 | lrm: 1.00 | dt: 208ms | tok/sec: 157,725 | mfu: 0.8% | epoch: 1 | remaining: 149s    
step 00741 (50.4%) | loss: 3.634369 | lrm: 1.00 | dt: 208ms | tok/sec: 157,433 | mfu: 0.8% | epoch: 1 | remaining: 149s    
step 00742 (50.5%) | loss: 3.637880 | lrm: 1.00 | dt: 210ms | tok/sec: 156,349 | mfu: 0.8% | epoch: 1 | remaining: 148s    
step 00743 (50.6%) | loss: 3.635493 | lrm: 1.00 | dt: 207ms | tok/sec: 158,033 | mfu: 0.8% | epoch: 1 | remaining: 148s    
step 00744 (50.6%) | loss: 3.638699 | lrm: 1.00 | dt: 209ms | tok/sec: 156,952 | mfu: 0.8% | epoch: 1 | remaining: 148s    
step 00745 (50.7%) | loss: 3.638453 | lrm: 1.00 | dt: 208ms | tok/sec: 157,416 | mfu: 0.8% | epoch: 1 | remaining: 148s    
step 00746 (50.8%) | loss: 3.648327 | lrm: 1.00 | dt: 207ms | tok/sec: 157,958 | mfu: 0.8% | epoch: 1 | remaining: 147s    
step 00747 (50.8%) | loss: 3.657360 | lrm: 1.00 | dt: 209ms | tok/sec: 156,541 | mfu: 0.8% | epoch: 1 | remaining: 147s    
step 00748 (50.9%) | loss: 3.646245 | lrm: 1.00 | dt: 209ms | tok/sec: 156,893 | mfu: 0.8% | epoch: 1 | remaining: 147s    
step 00749 (51.0%) | loss: 3.655649 | lrm: 1.00 | dt: 208ms | tok/sec: 157,533 | mfu: 0.8% | epoch: 1 | remaining: 147s    
step 00750 (51.0%) | loss: 3.646344 | lrm: 1.00 | dt: 207ms | tok/sec: 158,358 | mfu: 0.8% | epoch: 1 | remaining: 147s    
step 00751 (51.1%) | loss: 3.650802 | lrm: 1.00 | dt: 209ms | tok/sec: 156,769 | mfu: 0.8% | epoch: 1 | remaining: 146s    
step 00752 (51.2%) | loss: 3.635140 | lrm: 1.00 | dt: 208ms | tok/sec: 157,233 | mfu: 0.8% | epoch: 1 | remaining: 146s    
step 00753 (51.3%) | loss: 3.635614 | lrm: 1.00 | dt: 208ms | tok/sec: 157,331 | mfu: 0.8% | epoch: 1 | remaining: 146s    
step 00754 (51.3%) | loss: 3.626651 | lrm: 1.00 | dt: 208ms | tok/sec: 157,458 | mfu: 0.8% | epoch: 1 | remaining: 146s    
step 00755 (51.4%) | loss: 3.627900 | lrm: 1.00 | dt: 208ms | tok/sec: 157,474 | mfu: 0.8% | epoch: 1 | remaining: 146s    
step 00756 (51.5%) | loss: 3.629731 | lrm: 1.00 | dt: 209ms | tok/sec: 156,524 | mfu: 0.8% | epoch: 1 | remaining: 145s    
step 00757 (51.5%) | loss: 3.622489 | lrm: 1.00 | dt: 208ms | tok/sec: 157,894 | mfu: 0.8% | epoch: 1 | remaining: 145s    
step 00758 (51.6%) | loss: 3.633100 | lrm: 1.00 | dt: 209ms | tok/sec: 156,639 | mfu: 0.8% | epoch: 1 | remaining: 145s    
step 00759 (51.7%) | loss: 3.632116 | lrm: 1.00 | dt: 208ms | tok/sec: 157,575 | mfu: 0.8% | epoch: 1 | remaining: 145s    
step 00760 (51.7%) | loss: 3.618008 | lrm: 1.00 | dt: 209ms | tok/sec: 156,785 | mfu: 0.8% | epoch: 1 | remaining: 145s    
step 00761 (51.8%) | loss: 3.622911 | lrm: 1.00 | dt: 208ms | tok/sec: 157,726 | mfu: 0.8% | epoch: 1 | remaining: 144s    
step 00762 (51.9%) | loss: 3.607621 | lrm: 1.00 | dt: 209ms | tok/sec: 156,933 | mfu: 0.8% | epoch: 1 | remaining: 144s    
